#hmm_acc	iso_type	hmm_name	hmm_com_name	hmm_len	trusted_cutoff	noise_cutoff	trusted_cutoff2	noise_cutoff2
PF04832	PFAM	SOUL	SOUL heme-binding protein	224	34.40	23.90	34.40	23.90
PF04833	PFAM	Phytochel_synth	Phytochelatin synthetase-like conserved region	184	106.50	-62.30	106.50	-62.30
PF04834	PFAM	Adeno_E3_14_5	Early E3 14.5 kDa protein	115	100.50	-27.20	100.50	-27.20
PF04835	PFAM	Pox_A9	A9 protein conserved region	54	50.80	7.00	50.80	7.00
PF04836	PFAM	IFRD_C	Interferon-related protein conserved region	62	30.30	15.80	30.30	15.80
PF04837	PFAM	MbeB_N	MbeB-like, N-term conserved region	52	36.20	9.80	36.20	9.80
PF04838	PFAM	Baculo_LEF5	Baculoviridae late expression factor 5	251	-44.20	-153.10	-44.20	-153.10
PF04839	PFAM	PSRP-3_Ycf65	Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)	49	47.70	2.90	47.70	2.90
PF04840	PFAM	Vps16_C	Vps16, C-terminal region	336	61.10	24.00	61.10	24.00
PF04841	PFAM	Vps16_N	Vps16, N-terminal region	473	25.20	21.30	25.20	21.30
PF04842	PFAM	DUF639	Plant protein of unknown function (DUF639)	747	119.10	-355.40	119.10	-355.40
PF04843	PFAM	Herpes_teg_N	Herpesvirus tegument protein, N-terminal conserved region	191	56.30	-13.50	56.30	-13.50
PF04844	PFAM	DUF623	Protein of unknown function, DUF623	66	35.50	-11.30	35.50	-11.30
PF04845	PFAM	PurA	PurA ssDNA and RNA-binding protein	267	39.20	-10.40	39.20	-10.40
PF04846	PFAM	Herpes_pp38	Herpesvirus pp38 phosphoprotein	63	127.00	-2.00	127.00	-2.00
PF04847	PFAM	Calcipressin	Calcipressin	275	-38.10	-56.00	-38.10	-56.00
PF04848	PFAM	Pox_A22	Poxvirus A22 protein	163	74.90	-24.50	74.90	-24.50
PF04849	PFAM	HAP1_N	HAP1 N-terminal conserved region	336	17.20	-107.90	17.20	-107.90
PF04850	PFAM	Baculo_E66	Baculovirus E66 occlusion-derived virus envelope protein	717	-369.60	-521.60	-369.60	-521.60
PF04851	PFAM	ResIII	type III restriction enzyme, res subunit	238	0.80	0.70	0.80	0.70
PF04852	PFAM	DUF640	Protein of unknown function (DUF640)	133	3.90	-6.60	3.90	-6.60
PF04853	PFAM	Invertase_neut	Plant neutral invertase	505	-186.80	-250.10	-186.80	-250.10
PF04854	PFAM	DUF624	Protein of unknown function, DUF624	77	26.40	18.80	26.40	18.80
PF04855	PFAM	SNF5	SNF5 / SMARCB1 / INI1	316	37.20	16.40	37.20	16.40
PF04856	PFAM	Securin	Securin sister-chromatid separation inhibitor	191	176.80	-10.20	176.80	-10.20
PF04857	PFAM	CAF1	CAF1 family ribonuclease	466	-95.00	-120.30	-95.00	-120.30
PF04858	PFAM	TH1	TH1 protein	583	-166.80	-366.70	-166.80	-366.70
PF04859	PFAM	DUF641	Plant protein of unknown function (DUF641)	141	38.30	-1.20	38.30	-1.20
PF04860	PFAM_equivalog	Phage_portal	phage portal protein	391	-31.40	-44.00	-31.40	-44.00
PF04861	PFAM	Circo_VP2	Circovirus VP2 protein	216	226.60	23.50	226.60	23.50
PF04862	PFAM	DUF642	Protein of unknown function, DUF642	341	31.30	-15.90	31.30	-15.90
PF04863	domain	EGF_alliinase	Alliinase EGF-like domain	58	135.40	5.10	135.40	5.10
PF04864	PFAM	Alliinase_C	Allinase	376	-233.30	-233.90	-233.30	-233.90
PF04865	PFAM_equivalog	Baseplate_J	baseplate J-like protein	311	18.60	13.10	18.60	13.10
PF04866	PFAM	Rota_NS6	Rotavirus non-structural protein 6	92	235.30	-3.10	235.30	-3.10
PF04867	PFAM	DUF643	Protein of unknown function (DUF643)	118	109.20	-36.00	109.20	-36.00
PF04868	PFAM	PDE6_gamma	Retinal cGMP phosphodiesterase, gamma subunit	83	36.50	24.20	36.50	24.20
PF04869	PFAM	Uso1_p115_head	Uso1 / p115 like vesicle tethering protein, head region	379	53.30	21.50	53.30	21.50
PF04870	PFAM	DUF644	Protein of unknown function, DUF644	366	35.20	22.90	35.20	22.90
PF04871	PFAM	Uso1_p115_C	Uso1 / p115 like vesicle tethering protein, C terminal region	151	28.70	24.40	28.70	24.40
PF04872	PFAM	Pox_L5	Poxvirus L5 protein family	82	26.70	-0.60	26.70	-0.60
PF04873	PFAM	EIN3	Ethylene insensitive 3	415	-46.40	-173.20	-46.40	-173.20
PF04874	PFAM	Mak16	Mak16 protein	245	99.60	-34.80	99.60	-34.80
PF04875	PFAM	DUF645	Protein of unknown function, DUF645	59	36.20	15.10	36.20	15.10
PF04876	PFAM	Tenui_NCP	Tenuivirus major non-capsid protein	175	370.80	-37.20	370.80	-37.20
PF04877	PFAM	HrpZ	HrpZ	345	25.10	18.70	25.10	18.70
PF04878	PFAM	Baculo_p48	Baculovirus P48 protein	410	-62.10	-311.00	-62.10	-311.00
PF04879	domain	Molybdop_Fe4S4	Molybdopterin oxidoreductase Fe4S4 domain	63	13.60	13.50	13.60	13.50
PF04880	PFAM	NUDE_C	NUDE protein, C-terminal conserved region	217	29.70	3.30	29.70	3.30
PF04881	PFAM	Adeno_GP19K	Adenovirus GP19K	141	85.20	-56.80	85.20	-56.80
PF04882	PFAM	Peroxin-3	Peroxin-3	544	-133.40	-151.90	-133.40	-151.90
PF04883	PFAM_equivalog	DUF646	bacteriophage protein of unknown function (DUF646)	173	3.80	-40.90	3.80	-40.90
PF04884	PFAM	DUF647	Protein of unknown function, DUF647	468	45.00	15.90	45.00	15.90
PF04885	PFAM	Stig1	Stigma-specific protein, Stig1	139	80.70	24.10	80.70	24.10
PF04886	PFAM	PT	PT repeat	36	27.00	26.90	7.20	26.90
PF04887	PFAM	Pox_M2	Poxvirus M2 protein	201	147.00	-90.00	147.00	-90.00
PF04888	PFAM	SseC	Secretion system effector C (SseC) like family	491	151.90	18.50	151.90	18.50
PF04889	PFAM	Cwf_Cwc_15	Cwf15/Cwc15 cell cycle control protein	285	39.70	-0.10	39.70	-0.10
PF04890	PFAM	DUF648	Family of unknown function (DUF648)	377	-52.60	-105.60	-52.60	-105.60
PF04891	PFAM_equivalog	NifQ	NifQ	176	43.50	-70.30	43.50	-70.30
PF04892	PFAM	VanZ	VanZ like family	171	5.40	5.00	5.40	5.00
PF04893	domain	Yip1	Yip1 domain	182	-5.30	-8.30	-5.30	-8.30
PF04894	PFAM	DUF650	Archaeal protein of unknown function (DUF650)	289	104.30	-172.60	104.30	-172.60
PF04895	PFAM	DUF651	Archaeal protein of unknown function (DUF651)	114	52.30	-43.10	52.30	-43.10
PF04896	PFAM	AmoC	Ammonia monooxygenase/methane monooxygenase, subunit C	256	454.20	-149.90	454.20	-149.90
PF04897	PFAM	Glu_synth_NTN	glutamate synthase amidotransferase domain	441	-329.00	-346.30	-329.00	-346.30
PF04898	domain	Glu_syn_central	glutamate synthase central domain	301	27.20	23.40	27.20	23.40
PF04899	PFAM	MbeD_MobD	MbeD/MobD like	77	72.10	22.20	72.10	22.20
PF04900	PFAM	Fcf1	Protein of unknown function, DUF652	103	-7.60	-8.30	-7.60	-8.30
PF04901	PFAM	RAMP	Receptor activity modifying family	115	62.00	0.60	62.00	0.60
PF04902	PFAM	Nab1	Conserved region in Nab1	166	42.30	-35.00	42.30	-35.00
PF04903	PFAM	Pox_IFNR	Poxvirus interferon gamma receptor	266	-9.00	-40.00	-9.00	-40.00
PF04904	PFAM	NCD1	NAB conserved region 1 (NCD1)	82	84.40	-0.80	84.40	-0.80
PF04905	PFAM	NCD2	NAB conserved region 2 (NCD2)	175	128.80	-72.90	128.80	-72.90
PF04906	PFAM	Tweety	Tweety	434	30.70	-18.10	30.70	-18.10
PF04908	PFAM	SH3BGR	SH3-binding, glutamic acid-rich protein	104	-12.00	-12.80	-12.00	-12.80
PF04909	PFAM	Amidohydro_2	Amidohydrolase family	329	-1.50	-1.90	-1.50	-1.90
PF04910	PFAM	DUF654	Protein of unknown function, DUF654	510	41.80	-5.40	41.80	-5.40
PF04911	PFAM	ATP-synt_J	ATP synthase j chain	59	28.30	14.90	28.30	14.90
PF04912	PFAM	Dynamitin	Dynamitin	401	78.40	-14.20	78.40	-14.20
PF04913	PFAM	Baculo_Y142	Baculovirus Y142 protein	483	210.50	-110.30	210.50	-110.30
PF04914	PFAM	DltD_C	DltD C-terminal region	131	53.40	-6.60	53.40	-6.60
PF04915	PFAM	DltD_N	DltD N-terminal region	64	41.30	-4.10	41.30	-4.10
PF04916	PFAM	Phospholip_B	phospholipase B	739	-62.60	-229.70	-62.60	-229.70
PF04917	PFAM	Shufflon_N	Bacterial shufflon protein, N-terminal constant region	361	63.60	-41.40	63.60	-41.40
PF04918	PFAM	DltD_M	DltD central region	175	-16.90	-67.70	-16.90	-67.70
PF04919	PFAM	DUF655	Protein of unknown function, DUF655	278	172.30	-89.50	172.30	-89.50
PF04920	PFAM	DUF656	Family of unknown function (DUF656)	126	310.90	-45.00	310.90	-45.00
PF04921	PFAM	XAP5	XAP5 protein	260	49.50	-46.00	49.50	-46.00
PF04922	PFAM	DIE2_ALG10	DIE2/ALG10 family	479	72.40	17.30	72.40	17.30
PF04923	PFAM	Ninjurin	Ninjurin	186	51.00	1.90	51.00	1.90
PF04924	PFAM	Pox_A6	Poxvirus A6 protein	372	354.80	-258.10	354.80	-258.10
PF04925	PFAM	SHQ1	SHQ1 protein	223	25.70	7.80	25.70	7.80
PF04926	domain	PAP_RNA-bind	Poly(A) polymerase predicted RNA binding domain	191	-20.40	-31.40	-20.40	-31.40
PF04927	PFAM	SMP	Seed maturation protein	63	27.20	18.70	26.80	18.70
PF04928	domain	PAP_central	Poly(A) polymerase central domain	264	48.70	18.50	48.70	18.50
PF04929	PFAM	Herpes_DNAp_acc	Herpes DNA replication accessory factor	454	499.30	-238.40	499.30	-238.40
PF04930	PFAM	FUN14	FUN14 family	109	27.20	22.80	27.20	22.80
PF04931	PFAM	DNA_pol_phi	DNA polymerase V	844	33.00	18.10	33.00	18.10
PF04932	PFAM	Wzy_C	O-antigen polymerase	76	25.10	24.80	25.10	24.80
PF04933	PFAM	DUF657	Protein of unknown function (DUF657)	188	-7.40	-38.70	-7.40	-38.70
PF04934	PFAM	MED6	MED6 mediator sub complex component	135	31.40	22.60	31.40	22.60
PF04935	PFAM	SURF6	Surfeit locus protein 6	230	25.10	22.60	25.10	22.60
PF04936	PFAM	DUF658	Protein of unknown function (DUF 658)	186	142.50	-52.50	142.50	-52.50
PF04937	PFAM	DUF659	Protein of unknown function (DUF 659)	154	58.70	-14.40	58.70	-14.40
PF04938	PFAM	SIP1	Survival motor neuron (SMN) interacting protein 1 (SIP1)	258	30.20	21.40	30.20	21.40
PF04939	PFAM	RRS1	Ribosome biogenesis regulatory protein (RRS1)	198	-41.60	-77.30	-41.60	-77.30
PF04940	PFAM	BLUF	Sensors of blue-light using FAD	94	25.30	21.20	25.30	21.20
PF04941	PFAM	LEF-8	Late expression factor 8 (LEF-8)	894	417.50	-25.30	417.50	-25.30
PF04942	domain	CC	CC domain	36	28.70	21.70	0.30	21.70
PF04943	PFAM	Pox_F11	Poxvirus F11 protein	451	111.80	-81.00	111.80	-81.00
PF04944	PFAM	DUF661	Uncharacterised BCR (COG3801)	137	25.20	24.50	25.20	24.50
PF04945	domain	YHS	YHS domain	45	25.10	24.80	25.10	24.80
PF04946	PFAM	DGPF	DGPF domain	143	-14.70	-19.90	-14.70	-19.90
PF04947	PFAM	Pox_VLTF3	Poxvirus Late Transcription Factor VLTF3 like	190	98.80	-29.90	98.80	-29.90
PF04948	PFAM	Pox_A51	Poxvirus A51 protein	345	139.20	-97.70	139.20	-97.70
PF04949	PFAM	DUF662	Family of unknown function (DUF662)	166	236.60	-63.20	236.60	-63.20
PF04950	PFAM	DUF663	Protein of unknown function (DUF663)	326	36.20	20.90	36.20	20.90
PF04951	PFAM	Peptidase_M55	D-aminopeptidase	282	32.40	-136.10	32.40	-136.10
PF04952	subfamily	AstE_AspA	succinylglutamate desuccinylase/aspartoacylase family	318	-36.40	-36.90	-36.40	-36.90
PF04953	PFAM	CitD	Citrate lyase, gamma subunit	97	34.80	-35.70	34.80	-35.70
PF04954	PFAM	SIP	Siderophore-interacting protein	127	-3.40	-27.10	-3.40	-27.10
PF04955	PFAM	HupE_UreJ	HupE / UreJ protein	184	27.80	16.00	27.80	16.00
PF04956	PFAM_equivalog	TrbC	conjugal transfer protein TrbC	82	17.50	16.60	17.50	16.60
PF04957	PFAM_equivalog	RMF	ribosome modulation factor	55	35.20	5.20	35.20	5.20
PF04958	subfamily	AstA	arginine N-succinyltransferase, alpha or beta subunit	347	67.20	-219.90	67.20	-219.90
PF04959	PFAM	ARS2	Arsenite-resistance protein 2	227	159.40	-31.90	159.40	-31.90
PF04960	PFAM_equivalog	Glutaminase	glutaminase	290	-116.50	-144.90	-116.50	-144.90
PF04961	PFAM	FTCD_C	Formiminotransferase-cyclodeaminase	205	40.60	24.80	40.60	24.80
PF04962	PFAM	KduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	282	240.10	-23.20	240.10	-23.20
PF04963	domain	Sigma54_CBD	Sigma-54 factor, core binding domain	204	-64.10	-88.10	-64.10	-88.10
PF04964	PFAM	Flp_Fap	Flp/Fap pilin component	50	26.90	21.40	26.90	21.40
PF04965	PFAM	GPW_gp25	putative lysozyme	114	4.00	0.80	4.00	0.80
PF04966	PFAM	OprB	carbohydrate-selective porin, OprB family	468	-70.90	-72.10	-70.90	-72.10
PF04967	domain	HTH_10	HTH DNA binding domain	53	1.40	1.30	1.40	1.30
PF04968	PFAM	CHORD	CHORD	65	53.30	11.90	37.50	21.90
PF04969	domain	CS	CS domain	83	8.60	8.40	8.60	8.40
PF04970	domain	NC	NC domain	84	18.70	17.60	18.70	17.60
PF04971	PFAM	Lysis_S	Lysis protein S	68	28.90	12.60	28.90	12.60
PF04972	domain	BON	putative phospholipid-binding domain	64	25.20	24.70	25.20	24.90
PF04973	PFAM	NMN_transporter	nicotinamide mononucleotide transporter	224	-28.20	-32.10	-28.20	-32.10
PF04974	PFAM	FlaF_arch	Archaeal flagellar protein F	171	-8.20	-8.70	-8.20	-8.70
PF04975	PFAM	FlaG_arch	Archaeal flagellar protein G	166	55.10	-10.90	55.10	-10.90
PF04976	PFAM_equivalog	DmsC	DMSO reductase, anchor subunit DmsC	321	25.70	21.90	25.70	21.90
PF04977	subfamily	DivIC	Septum formation initiator	82	14.90	14.40	14.90	14.40
PF04978	PFAM	DUF664	Protein of unknown function (DUF664)	166	47.10	-44.50	47.10	-44.50
PF04979	PFAM	IPP-2	Protein phosphatase inhibitor 2 (IPP-2)	136	-26.90	-31.90	-26.90	-31.90
PF04980	PFAM	DUF665	Putative RNA binding domain	82	54.70	14.60	0.30	14.60
PF04981	PFAM	NMD3	NMD3 family	265	70.30	6.30	70.30	6.30
PF04982	PFAM	HPP	HPP family	148	28.10	23.90	28.10	23.90
PF04983	PFAM	RNA_pol_Rpb1_3	RNA polymerase Rpb1, domain 3	246	-14.00	-14.30	-14.00	-14.30
PF04984	PFAM_equivalog	Phage_sheath_1	phage tail sheath protein	696	25.30	17.00	25.30	17.00
PF04985	PFAM_equivalog	Phage_tube	phage tail tube protein FII	172	-55.70	-62.20	-55.70	-62.20
PF04986	PFAM	Transposase_32	Putative transposase	247	25.10	17.40	25.10	17.40
PF04987	PFAM	PigN	Phosphatidylinositolglycan class N (PIG-N)	482	26.30	20.40	26.30	20.40
PF04988	PFAM	AKAP95	A-kinase anchoring protein 95 (AKAP95)	508	-96.10	-215.40	-96.10	-215.40
PF04989	PFAM	CmcI	Cephalosporin hydroxylase	264	-5.50	-75.50	-5.50	-75.50
PF04990	PFAM	RNA_pol_Rpb1_7	RNA polymerase Rpb1, domain 7	146	45.20	-7.00	45.20	-7.00
PF04991	PFAM	LicD	LICD family protein	230	47.90	-27.30	47.90	-27.30
PF04992	PFAM	RNA_pol_Rpb1_6	RNA polymerase Rpb1, domain 6	196	-44.10	-51.30	-44.10	-51.30
PF04993	domain	TfoX_N	TfoX N-terminal domain	106	25.30	21.70	25.30	21.70
PF04994	domain	TfoX_C	TfoX C-terminal domain	82	25.70	21.30	25.70	21.30
PF04995	PFAM	CcmD	heme exporter protein D	46	26.40	24.80	26.40	24.80
PF04996	PFAM_equivalog	AstB	succinylarginine dihydrolase	456	342.30	-95.30	342.30	-95.30
PF04997	PFAM	RNA_pol_Rpb1_1	RNA polymerase Rpb1, domain 1	386	-85.10	-86.20	-85.10	-86.20
PF04998	PFAM	RNA_pol_Rpb1_5	RNA polymerase Rpb1, domain 5	278	29.70	29.00	29.70	29.00
PF04999	PFAM_equivalog	FtsL	cell division protein FtsL	97	-15.10	-16.40	-15.10	-16.40
PF05000	PFAM	RNA_pol_Rpb1_4	RNA polymerase Rpb1, domain 4	116	21.70	21.50	21.70	21.50
PF05001	PFAM	RNA_pol_Rpb1_R	RNA polymerase Rpb1 C-terminal repeat	14	25.00	24.60	9.80	15.40
PF05002	domain	SGS	SGS domain	91	22.70	-0.90	22.70	-0.90
PF05003	PFAM	DUF668	Protein of unknown function (DUF668)	93	55.40	-16.70	55.40	-16.70
PF05004	PFAM	IFRD	Interferon-related developmental regulator (IFRD)	359	26.30	20.70	26.30	20.70
PF05005	PFAM	Ocnus	Janus/Ocnus family (Ocnus)	119	-9.70	-38.50	-9.70	-38.50
PF05006	PFAM	DUF666	Protein of unknown function (DUF666)	157	-1.70	-110.50	-1.70	-110.50
PF05007	PFAM	Mannosyl_trans	Mannosyltransferase (PIG-M)	314	-19.90	-127.90	-19.90	-127.90
PF05008	PFAM	V-SNARE	Vesicle transport v-SNARE protein	165	-16.00	-16.80	-16.00	-16.80
PF05009	PFAM	EBV-NA3	Epstein-Barr virus nuclear antigen 3 (EBNA-3)	279	363.00	-140.90	363.00	-140.90
PF05010	PFAM	TACC	Transforming acidic coiled-coil-containing protein (TACC)	448	65.00	-56.90	65.00	-56.90
PF05011	domain	DBR1	Lariat debranching enzyme, C-terminal domain	162	25.10	12.50	25.10	12.50
PF05012	PFAM	DOC	Prophage maintenance system killer protein	121	-14.50	-17.30	-14.50	-17.30
PF05013	PFAM	FGase	N-formylglutamate amidohydrolase	248	29.00	24.70	29.00	24.70
PF05014	PFAM	Nuc_deoxyrib_tr	Nucleoside 2-deoxyribosyltransferase	183	25.30	24.90	25.30	24.90
PF05015	PFAM	Plasmid_killer	Plasmid maintenance system killer protein	103	-3.50	-9.20	-3.50	-9.20
PF05016	PFAM	Plasmid_stabil	plasmid stabilization system protein, RelE/ParE family	117	21.20	21.10	21.20	21.10
PF05017	PFAM	TMP	TMP repeat	11	25.10	24.70	10.90	16.30
PF05018	PFAM	DUF667	Protein of unknown function (DUF667)	190	117.00	-0.70	117.00	-0.70
PF05019	PFAM	Coq4	Coenzyme Q (ubiquinone) biosynthesis protein Coq4	220	38.20	9.50	38.20	9.50
PF05020	PFAM	zf-NPL4	NPL4 family, putative zinc binding region	149	54.40	23.50	54.40	23.50
PF05021	PFAM	NPL4	NPL4 family	334	26.20	18.30	26.20	18.30
PF05022	domain	SRP40_C	SRP40, C-terminal domain	99	34.00	24.70	34.00	24.70
PF05023	PFAM	Phytochelatin	Phytochelatin synthase	135	30.50	19.20	30.50	19.20
PF05024	PFAM	Gpi1	N-acetylglucosaminyl transferase component (Gpi1)	198	34.00	-44.40	34.00	-44.40
PF05025	PFAM	RbsD_FucU	RbsD/FucU transport protein family	151	-6.70	-31.50	-6.70	-31.50
PF05026	domain	DCP2	Dcp2, box A domain	87	28.40	24.20	28.40	24.20
PF05027	PFAM	TIP120	TBP (TATA-binding protein) -interacting protein 120 (TIP120)	1279	-677.30	-794.30	-677.30	-794.30
PF05028	PFAM	PARG_cat	Poly (ADP-ribose) glycohydrolase (PARG)	434	38.20	17.20	38.20	17.20
PF05029	PFAM	TIMELESS_C	Timeless protein C terminal region	713	-69.50	-120.10	-69.50	-120.10
PF05030	PFAM	SSXT	SSXT protein (N-terminal region)	78	43.60	23.70	43.60	23.70
PF05031	domain	NEAT	iron transport-associated domain	133	0.80	-24.20	0.80	-24.20
PF05032	PFAM	Spo12	Spo12 family	35	26.70	24.50	26.70	24.50
PF05033	domain	Pre-SET	Pre-SET motif	123	7.30	3.70	7.30	3.70
PF05034	PFAM	MAAL_N	Methylaspartate ammonia-lyase N-terminus	160	71.20	-80.50	71.20	-80.50
PF05035	PFAM	DGOK	2-dehydro-3-deoxygalactonokinase	298	116.60	18.70	116.60	18.70
PF05036	repeat	SPOR	sporulation and cell division repeat protein	77	14.10	13.90	14.10	13.90
PF05037	PFAM	DUF669	Protein of unknown function (DUF669)	189	-29.10	-43.30	-29.10	-43.30
PF05038	PFAM	Cytochrom_B558a	Cytochrome Cytochrome b558 alpha-subunit	191	149.00	-12.80	149.00	-12.80
PF05039	PFAM	Agouti	Agouti protein	145	-1.50	-8.00	-1.50	-8.00
PF05040	PFAM	HS2ST	Heparan sulfate 2-O-sulfotransferase (HS2ST)	428	-163.00	-167.50	-163.00	-167.50
PF05041	PFAM	Pecanex_C	Pecanex protein (C-terminus)	234	27.50	22.80	27.50	22.80
PF05042	PFAM	Caleosin	Caleosin related protein	174	67.90	-7.30	67.90	-7.30
PF05043	domain	Mga	M protein trans-acting positive regulator (MGA)	91	4.70	4.40	4.70	4.40
PF05044	PFAM	Prox1	Homeobox prospero-like protein (PROX1)	1547	28.90	-145.60	28.90	-145.60
PF05045	PFAM	RgpF	Rhamnan synthesis protein F	512	151.40	-27.90	151.40	-27.90
PF05046	PFAM	Img2	Mitochondrial large subunit ribosomal protein (Img2)	78	25.70	24.50	25.70	24.50
PF05047	domain	L51_S25_CI-B8	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	83	26.00	24.90	26.00	24.90
PF05048	PFAM	NosD	Periplasmic copper-binding protein (NosD)	74	19.50	18.60	19.50	18.60
PF05049	PFAM	IIGP	Interferon-inducible GTPase (IIGP)	384	139.60	10.20	139.60	10.20
PF05050	PFAM	DUF672	Protein of unknown function (DUF672)	242	182.40	-83.60	182.40	-83.60
PF05051	PFAM	COX17	Cytochrome C oxidase copper chaperone (COX17)	69	25.70	3.30	25.70	3.30
PF05052	PFAM	MerE	MerE protein	80	81.60	15.80	81.60	15.80
PF05053	PFAM	Menin	Menin	734	199.00	-308.30	199.00	-308.30
PF05054	PFAM	DUF673	Protein of unknown function (DUF673)	399	196.60	-106.30	196.60	-106.30
PF05055	PFAM	DUF677	Protein of unknown function (DUF677)	374	-171.30	-172.30	-171.30	-172.30
PF05056	PFAM	DUF674	Protein of unknown function (DUF674)	493	42.00	3.40	42.00	3.40
PF05057	PFAM	DUF676	putative serine esterase (DUF676)	249	-60.70	-60.90	-60.70	-60.90
PF05058	PFAM	ActA	ActA Protein	1079	134.70	19.20	134.70	19.20
PF05059	PFAM	Orbi_VP4	Orbivirus VP4 core protein	651	813.90	-489.20	813.90	-489.20
PF05060	PFAM	MGAT2	N-acetylglucosaminyltransferase II (MGAT2)	484	25.50	-16.60	25.50	-16.60
PF05061	PFAM	Pox_A11	Poxvirus A11 Protein	328	-162.30	-187.90	-162.30	-187.90
PF05062	domain	RICH	RICH domain	85	100.20	8.10	98.30	8.10
PF05063	PFAM	MT-A70	MT-A70	195	-40.60	-42.70	-40.60	-42.70
PF05064	PFAM	Nsp1_C	Nsp1-like C-terminal region	123	19.50	-8.50	19.50	-8.50
PF05065	PFAM_equivalog	Phage_capsid	phage capsid family	313	-77.50	-78.60	-77.50	-78.60
PF05066	PFAM_equivalog	RNA_pol_delta	DNA-directed RNA polymerase, delta subunit	197	40.20	9.70	40.20	9.70
PF05067	PFAM	Mn_catalase	Manganese containing catalase	314	38.20	-6.80	38.20	-6.80
PF05068	PFAM	MtlR	mannitol operon repressor	195	70.50	-53.40	70.50	-53.40
PF05069	PFAM_equivalog	Phage_tail_S	phage virion morphogenesis family	154	26.40	24.10	26.40	24.10
PF05070	PFAM	Mrp10	Mrp10 protein	94	238.90	-9.70	238.90	-9.70
PF05071	PFAM	NDUFA12	NADH:ubiquinone oxidoreductase 17.2 kD subunit	122	28.20	24.60	28.20	24.60
PF05072	PFAM	Herpes_UL43	Herpesvirus UL43 protein	391	-164.80	-168.30	-164.80	-168.30
PF05073	PFAM	Baculo_p24	Baculovirus P24 capsid protein	225	36.50	-79.60	36.50	-79.60
PF05074	PFAM	B-tub_coD	Beta-tubulin cofactor D	992	53.00	0.10	53.00	0.10
PF05075	PFAM	DUF684	Protein of unknown function (DUF684)	501	59.40	-189.20	59.40	-189.20
PF05076	PFAM	SUFU	Suppressor of fused protein (SUFU)	463	40.50	-11.60	40.50	-11.60
PF05077	PFAM	DUF678	Protein of unknown function (DUF678)	90	52.80	24.00	52.80	24.00
PF05078	PFAM	DUF679	Protein of unknown function (DUF679)	179	-56.20	-96.90	-56.20	-96.90
PF05079	PFAM	DUF680	Protein of unknown function (DUF680)	91	10.00	-8.70	10.00	-8.70
PF05080	PFAM	DUF681	Protein of unknown function (DUF681)	101	239.10	-9.50	239.10	-9.50
PF05081	PFAM	DUF682	Protein of unknown function (DUF682)	157	50.60	-53.70	50.60	-53.70
PF05082	PFAM	DUF683	Protein of unknown function (DUF683)	67	40.10	7.50	40.10	7.50
PF05083	PFAM	LST1	LST-1 protein	108	105.90	-13.40	105.90	-13.40
PF05084	PFAM	GRA6	granule antigen protein (GRA6)	217	478.70	-74.80	478.70	-74.80
PF05085	PFAM	DUF685	Protein of unknown function (DUF685)	344	-74.00	-145.20	-74.00	-145.20
PF05086	PFAM	Dicty_REP	Dictyostelium (Slime Mold) REP protein	983	1770.90	0.00	1770.90	0.00
PF05087	PFAM	Rota_VP2	Rotavirus VP2 protein	902	2255.70	0.00	2255.70	0.00
PF05088	PFAM	Bac_GDH	Bacterial NAD-glutamate dehydrogenase	1633	234.10	-356.20	234.10	-356.20
PF05089	PFAM	NAGLU	Alpha-N-acetylglucosaminidase (NAGLU)	757	262.40	-192.30	262.40	-192.30
PF05090	PFAM	VKG_Carbox	Vitamin K-dependent gamma-carboxylase	487	-94.00	-227.90	-94.00	-227.90
PF05091	PFAM	eIF-3_zeta	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)	608	91.30	-22.70	91.30	-22.70
PF05092	PFAM	DUF686	Protein of unknown function (DUF686)	578	-178.00	-392.30	-178.00	-392.30
PF05093	PFAM	DUF689	Protein of unknown function (DUF689)	369	-64.90	-98.50	-64.90	-98.50
PF05094	PFAM	LEF-9	Late expression factor 9 (LEF-9)	491	338.30	-76.90	338.30	-76.90
PF05095	PFAM	DUF687	Protein of unknown function (DUF687)	630	98.90	-64.40	98.90	-64.40
PF05096	PFAM	Glu_cyclase_2	glutamine cyclotransferase	296	27.40	22.40	27.40	22.40
PF05097	PFAM	DUF688	Protein of unknown function (DUF688)	687	99.20	-76.50	99.20	-76.50
PF05098	PFAM	LEF-4	Late expression factor 4 (LEF-4)	499	457.40	20.00	457.40	20.00
PF05099	PFAM	TerB	Tellurite resistance protein TerB	162	78.90	9.40	78.90	9.40
